TargetID,Name,Organism
CHEMBL2094115,MAP kinase p38,Homo sapiens
CHEMBL2094118,Adrenergic receptor beta,Homo sapiens
CHEMBL2094125,Phosphodiesterase 3,Homo sapiens
CHEMBL2094126,Cyclin-dependent kinase 2/cyclin E,Homo sapiens
CHEMBL2094127,Cyclin-dependent kinase 1/cyclin B,Homo sapiens
CHEMBL2094128,Cyclin-dependent kinase 2/cyclin A,Homo sapiens
CHEMBL2094138,cAMP-dependent protein kinase (PKA),Homo sapiens
CHEMBL2094251,Adrenergic receptor alpha-1,Homo sapiens
CHEMBL2094253,Cyclooxygenase,Homo sapiens
CHEMBL2094257,Adenosine A2 receptor,Homo sapiens
CHEMBL2095150,Phosphodiesterase 1,Homo sapiens
CHEMBL2095152,Sulfonylurea receptors; K-ATP channels,Homo sapiens
CHEMBL2095153,Phosphodiesterase; PDE3 & PDE4,Homo sapiens
CHEMBL2095158,Adrenergic receptor alpha-2,Homo sapiens
CHEMBL2095180,Carbonic anhydrase,Homo sapiens
CHEMBL2095187,Muscarinic acetylcholine receptors; M2 & M3,Homo sapiens
CHEMBL2095188,Glycogen synthase kinase-3,Homo sapiens
CHEMBL2095189,Platelet-derived growth factor receptor,Homo sapiens
CHEMBL2095191,Casein kinase II,Homo sapiens
CHEMBL2095194,Coagulation factor VII/tissue factor,Homo sapiens
CHEMBL2095195,Adenosine receptors; A1 & A3,Homo sapiens
CHEMBL2095198,Sulfonylurea receptor 2, Kir6.2,Homo sapiens
CHEMBL2095204,Trypsin,Homo sapiens
CHEMBL2095205,Monoamine oxidase,Homo sapiens
CHEMBL2095216,Collagenase,Homo sapiens
CHEMBL2095217,Fibroblast growth factor receptor,Homo sapiens
CHEMBL2095219,Muscarinic acetylcholine receptors; M1 & M2,Homo sapiens
CHEMBL2095220,Phosphodiesterases; PDE5 & PDE6,Homo sapiens
CHEMBL2095227,Vascular endothelial growth factor receptor,Homo sapiens
CHEMBL2095229,Voltage-gated L-type calcium channel,Homo sapiens
CHEMBL2095942,Cyclin-dependent kinase 4/cyclin D,Homo sapiens
CHEMBL2096618,Bcr/Abl fusion protein,Homo sapiens
CHEMBL2096619,Phosphatidylinositol 4-kinase, PI4K,Homo sapiens
CHEMBL2096667,c-Jun N-terminal kinase, JNK,Homo sapiens
CHEMBL2096677,Phosphoglycerate kinase,Homo sapiens
CHEMBL2096679,Adenosine receptors; A1 & A2,Homo sapiens
CHEMBL2096682,Sodium channel alpha subunits; brain (Types I, II, III),Homo sapiens
CHEMBL2096906,Carbonic anhydrases; II & IX,Homo sapiens
CHEMBL2096907,AMP-activated protein kinase, AMPK,Homo sapiens
CHEMBL2096973,Peptide N-myristoyltransferase,Homo sapiens
CHEMBL2096974,Adrenergic receptor beta; ADRB1 & ADRB2,Homo sapiens
CHEMBL2096988,Thrombin & trypsin,Homo sapiens
CHEMBL2097161,Phosphodiesterase, PDE1/PDE5,Homo sapiens
CHEMBL2097163,Phosphodiesterase 6,Homo sapiens
CHEMBL210,Beta-2 adrenergic receptor,Homo sapiens
CHEMBL2108,Cyclin T1,Homo sapiens
CHEMBL2109,Dual specificity mitogen-activated protein kinase kinase 3,Homo sapiens
CHEMBL211,Muscarinic acetylcholine receptor M2,Homo sapiens
CHEMBL2111288,Cyclin-dependent kinase 7/ cyclin H,Homo sapiens
CHEMBL2111289,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,Homo sapiens
CHEMBL2111329,Adenosine receptor,Homo sapiens
CHEMBL2111340,Phosphodiesterase 4 and 5 (PDE4 and PDE5),Homo sapiens
CHEMBL2111345,AMP-activated protein kinase (AMPK) alpha-1/beta-1/gamma-1,Homo sapiens
CHEMBL2111351,Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK),Homo sapiens
CHEMBL2111353,Serine/threonine-protein kinase AKT,Homo sapiens
CHEMBL2111363,Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2),Homo sapiens
CHEMBL2111367,PI3-kinase p110-alpha/p85-alpha,Homo sapiens
CHEMBL2111377,CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase),Homo sapiens
CHEMBL2111379,Thrombin and urokinase-type plasminogen activator,Homo sapiens
CHEMBL2111387,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),Homo sapiens
CHEMBL2111389,CDK9/cyclin T1,Homo sapiens
CHEMBL2111400,Phosphodiesterase 3 and 5 (PDE3 and PDE5),Homo sapiens
CHEMBL2111401,Thrombin and coagulation factor X,Homo sapiens
CHEMBL2111411,Phosphodiesterase 7,Homo sapiens
CHEMBL2111414,Tyrosine-protein kinase ABL,Homo sapiens
CHEMBL2111418,Muscarinic acetylcholine receptor M1 and M3,Homo sapiens
CHEMBL2111429,Histone deacetylase (HDAC1 and HDAC2),Homo sapiens
CHEMBL2111444,CDK3/cyclin E,Homo sapiens
CHEMBL2111448,CDK6/cyclin D3,Homo sapiens
CHEMBL2111455,CDK6/cyclin D1,Homo sapiens
CHEMBL2111457,Carbonic anhydrase V,Homo sapiens
CHEMBL2111458,Casein kinase I,Homo sapiens
CHEMBL2111470,Phosphodiesterase 2 and 5 (PDE2 and PDE5),Homo sapiens
CHEMBL2116,AMP-activated protein kinase, alpha-2 subunit,Homo sapiens
CHEMBL2121,Folate receptor alpha,Homo sapiens
CHEMBL213,Beta-1 adrenergic receptor,Homo sapiens
CHEMBL2146296,Small ubiquitin-related modifier 1,Homo sapiens
CHEMBL2146301,Small ubiquitin-related modifier 2,Homo sapiens
CHEMBL2146302,Glutaminase kidney isoform, mitochondrial,Homo sapiens
CHEMBL2146306,Rac GTPase-activating protein 1,Homo sapiens
CHEMBL2147,Serine/threonine-protein kinase PIM1,Homo sapiens
CHEMBL2148,Tyrosine-protein kinase JAK3,Homo sapiens
CHEMBL215,Arachidonate 5-lipoxygenase,Homo sapiens
CHEMBL2150844,Methionine synthase,Homo sapiens
CHEMBL2157,Interleukin-8,Homo sapiens
CHEMBL216,Muscarinic acetylcholine receptor M1,Homo sapiens
CHEMBL2160,Nucleoside diphosphate kinase 2,Homo sapiens
CHEMBL2163182,NAD-dependent protein deacetylase sirtuin-6,Homo sapiens
CHEMBL2163183,NAD-dependent protein deacylase sirtuin-5, mitochondrial,Homo sapiens
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,Homo sapiens
CHEMBL2179,Beta-glucocerebrosidase,Homo sapiens
CHEMBL2182,Serotonin 1e (5-HT1e) receptor,Homo sapiens
CHEMBL2185,Serine/threonine-protein kinase Aurora-B,Homo sapiens
CHEMBL2189117,Polycomb protein EED,Homo sapiens
CHEMBL2189122,DnaJ homolog subfamily A member 1,Homo sapiens
CHEMBL2189163,Cytochrome c,Homo sapiens
CHEMBL2190,Histamine N-methyltransferase,Homo sapiens
CHEMBL2193,Cerebroside-sulfatase,Homo sapiens
CHEMBL2203,Motilin receptor,Homo sapiens
CHEMBL2208,MAP kinase-activated protein kinase 2,Homo sapiens
CHEMBL221,Cyclooxygenase-1,Homo sapiens
CHEMBL2216741,Hypoxia up-regulated protein 1,Homo sapiens
CHEMBL2216742,Heterogeneous nuclear ribonucleoproteins C1/C2,Homo sapiens
CHEMBL2216743,Leucine-rich repeat-containing protein 59,Homo sapiens
CHEMBL2216744,Vacuolar protein sorting-associated protein 35,Homo sapiens
CHEMBL2219,Protein-tyrosine phosphatase LC-PTP,Homo sapiens
CHEMBL2221,cAMP-dependent protein kinase type II-alpha regulatory subunit,Homo sapiens
CHEMBL2221345,Hypoxia inducible factors; HIF-1-alpha, HIF-2-alpha,Homo sapiens
CHEMBL2221347,Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK),Homo sapiens
CHEMBL2225,Cathepsin H,Homo sapiens
CHEMBL2226,Caspase-4,Homo sapiens
CHEMBL2231,Cytochrome P450 1A1,Homo sapiens
CHEMBL2250,Tyrosine-protein kinase BLK,Homo sapiens
CHEMBL2252,Dipeptidyl peptidase I,Homo sapiens
CHEMBL226,Adenosine A1 receptor,Homo sapiens
CHEMBL227,Type-1 angiotensin II receptor,Homo sapiens
CHEMBL2273,Caspase-9,Homo sapiens
CHEMBL2274,Sphingosine 1-phosphate receptor Edg-8,Homo sapiens
CHEMBL2275,Sorbitol dehydrogenase,Homo sapiens
CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens
CHEMBL2284,Glyceraldehyde-3-phosphate dehydrogenase liver,Homo sapiens
CHEMBL2288,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,Homo sapiens
CHEMBL2292,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Homo sapiens
CHEMBL230,Cyclooxygenase-2,Homo sapiens
CHEMBL2309,Voltage-gated potassium channel subunit Kv1.1,Homo sapiens
CHEMBL231,Histamine H1 receptor,Homo sapiens
CHEMBL2311221,DNA,Homo sapiens
CHEMBL2311236,High mobility group protein B1,Homo sapiens
CHEMBL2311238,Emopamil-binding protein-like,Homo sapiens
CHEMBL2316,Granzyme B,Homo sapiens
CHEMBL2319,Kallikrein 1,Homo sapiens
CHEMBL2326,Carbonic anhydrase VII,Homo sapiens
CHEMBL2331043,Sodium channel alpha subunit,Homo sapiens
CHEMBL2331044,Myelin transcription factor 1,Homo sapiens
CHEMBL2331059,Delta(24)-sterol reductase,Homo sapiens
CHEMBL2331064,Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2,Homo sapiens
CHEMBL2331065,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens
CHEMBL234,Dopamine D3 receptor,Homo sapiens
CHEMBL2343,Serine/threonine-protein kinase Sgk1,Homo sapiens
CHEMBL2345,Ribosomal protein S6 kinase alpha 3,Homo sapiens
CHEMBL2346,Estrogen sulfotransferase,Homo sapiens
CHEMBL2349,Phosphorylase kinase gamma subunit 2,Homo sapiens
CHEMBL2362978,DNA repair protein RAD52 homolog,Homo sapiens
CHEMBL2363049,Epidermal growth factor receptor,Homo sapiens
CHEMBL2363055,Hydroxyapatite,Homo sapiens
CHEMBL2363062,Janus Kinase (JAK),Homo sapiens
CHEMBL2363067,Phosphodiesterase 8,Homo sapiens
CHEMBL2364163,Complement C5,Homo sapiens
CHEMBL2364675,Cytochrome P450 3A,Homo sapiens
CHEMBL2364701,26S proteasome,Homo sapiens
CHEMBL2366061,CPC-N,Homo sapiens
CHEMBL2366062,MONO-MAC-6,Homo sapiens
CHEMBL2366063,HCC1599,Homo sapiens
CHEMBL2366064,NB17,Homo sapiens
CHEMBL2366065,KP-N-YS,Homo sapiens
CHEMBL2366066,LP-1,Homo sapiens
CHEMBL2366067,SIMA,Homo sapiens
CHEMBL2366068,ONS-76,Homo sapiens
CHEMBL2366069,ES8,Homo sapiens
CHEMBL2366070,MN-60,Homo sapiens
CHEMBL2366071,no-10,Homo sapiens
CHEMBL2366072,LS-1034,Homo sapiens
CHEMBL2366073,NCI-H1155,Homo sapiens
CHEMBL2366074,GI-ME-N,Homo sapiens
CHEMBL2366075,NCI-H1963,Homo sapiens
CHEMBL2366076,CP50-MEL-B,Homo sapiens
CHEMBL2366077,NCI-H82,Homo sapiens
CHEMBL2366078,RH-1,Homo sapiens
CHEMBL2366079,DSH1,Homo sapiens
CHEMBL2366080,CRO-AP2,Homo sapiens
CHEMBL2366081,SCC-3,Homo sapiens
CHEMBL2366082,NCI-H2081,Homo sapiens
CHEMBL2366083,TT,Homo sapiens
CHEMBL2366084,MEG-01,Homo sapiens
CHEMBL2366085,SKM-1,Homo sapiens
CHEMBL2366086,TE-15,Homo sapiens
CHEMBL2366087,NCI-H747,Homo sapiens
CHEMBL2366089,TGBC1TKB,Homo sapiens
CHEMBL2366090,LAMA-84,Homo sapiens
CHEMBL2366091,LC4-1,Homo sapiens
CHEMBL2366092,TE-1,Homo sapiens
CHEMBL2366093,TGBC24TKB,Homo sapiens
CHEMBL2366094,IST-MEL1,Homo sapiens
CHEMBL2366095,CP67-MEL,Homo sapiens
CHEMBL2366096,SK-LMS-1,Homo sapiens
CHEMBL2366097,EW-18,Homo sapiens
CHEMBL2366098,U-698-M,Homo sapiens
CHEMBL2366099,LB771-HNC,Homo sapiens
CHEMBL2366100,CAS-1,Homo sapiens
CHEMBL2366101,IST-SL2,Homo sapiens
CHEMBL2366102,NCI-H526,Homo sapiens
CHEMBL2366103,MOLT-13,Homo sapiens
CHEMBL2366104,IST-SL1,Homo sapiens
CHEMBL2366105,NCI-H720,Homo sapiens
CHEMBL2366106,NCI-H716,Homo sapiens
CHEMBL2366107,KP-N-RT-BM-1,Homo sapiens
CHEMBL2366108,SK-PN-DW,Homo sapiens
CHEMBL2366109,BOKU,Homo sapiens
CHEMBL2366110,LB996-RCC,Homo sapiens
CHEMBL2366111,GR-ST,Homo sapiens
CHEMBL2366112,EW-7,Homo sapiens
CHEMBL2366113,D-336MG,Homo sapiens
CHEMBL2366114,YT,Homo sapiens
CHEMBL2366115,8-MG-BA,Homo sapiens
CHEMBL2366116,ETK-1,Homo sapiens
CHEMBL2366117,ECC10,Homo sapiens
CHEMBL2366118,ES4,Homo sapiens
CHEMBL2366119,KURAMOCHI,Homo sapiens
CHEMBL2366120,SK-N-FI,Homo sapiens
CHEMBL2366121,OCUB-M,Homo sapiens
CHEMBL2366122,NCI-H2107,Homo sapiens
CHEMBL2366123,LAN-6,Homo sapiens
CHEMBL2366124,EW-13,Homo sapiens
CHEMBL2366125,MS-1,Homo sapiens
CHEMBL2366126,HCC2157,Homo sapiens
CHEMBL2366127,MHH-PREB-1,Homo sapiens
CHEMBL2366128,CHP-134,Homo sapiens
CHEMBL2366130,HT,Homo sapiens
CHEMBL2366131,BPH-1,Homo sapiens
CHEMBL2366132,LU-165,Homo sapiens
CHEMBL2366133,NKM-1,Homo sapiens
CHEMBL2366134,D-423MG,Homo sapiens
CHEMBL2366135,ES3,Homo sapiens
CHEMBL2366136,LB1047-RCC,Homo sapiens
CHEMBL2366137,CHP-126,Homo sapiens
CHEMBL2366138,MZ7-mel,Homo sapiens
CHEMBL2366139,HCE-T,Homo sapiens
CHEMBL2366140,LB647-SCLC,Homo sapiens
CHEMBL2366141,NOS-1,Homo sapiens
CHEMBL2366142,HAL-01,Homo sapiens
CHEMBL2366143,SW684,Homo sapiens
CHEMBL2366144,TE-6,Homo sapiens
CHEMBL2366145,BV-173,Homo sapiens
CHEMBL2366146,ES1,Homo sapiens
CHEMBL2366147,TE-9,Homo sapiens
CHEMBL2366148,GT3TKB,Homo sapiens
CHEMBL2366149,NCI-H1417,Homo sapiens
CHEMBL2366150,NBsusSR,Homo sapiens
CHEMBL2366152,K5,Homo sapiens
CHEMBL2366153,L-540,Homo sapiens
CHEMBL2366154,KGN,Homo sapiens
CHEMBL2366155,KALS-1,Homo sapiens
CHEMBL2366156,KARPAS-299,Homo sapiens
CHEMBL2366157,GDM-1,Homo sapiens
CHEMBL2366158,TI-73,Homo sapiens
CHEMBL2366159,RS4-11,Homo sapiens
CHEMBL2366160,NCI-H2126,Homo sapiens
CHEMBL2366161,D-392MG,Homo sapiens
CHEMBL2366162,EW-22,Homo sapiens
CHEMBL2366163,NCI-H748,Homo sapiens
CHEMBL2366164,YH-13,Homo sapiens
CHEMBL2366165,P30-OHK,Homo sapiens
CHEMBL2366166,TE-11,Homo sapiens
CHEMBL2366167,DMS-153,Homo sapiens
CHEMBL2366168,RL95-2,Homo sapiens
CHEMBL2366169,NCI-H889,Homo sapiens
CHEMBL2366170,Ramos-2G6-4C10,Homo sapiens
CHEMBL2366171,NCI-H1770,Homo sapiens
CHEMBL2366172,LNCaP-Clone-FGC,Homo sapiens
CHEMBL2366173,BL-41,Homo sapiens
CHEMBL2366174,CW-2,Homo sapiens
CHEMBL2366175,RL,Homo sapiens
CHEMBL2366176,COLO-684,Homo sapiens
CHEMBL2366177,CMK,Homo sapiens
CHEMBL2366178,NCI-H1522,Homo sapiens
CHEMBL2366179,GOTO,Homo sapiens
CHEMBL2366180,ECC12,Homo sapiens
CHEMBL2366181,DOHH-2,Homo sapiens
CHEMBL2366182,TE-8,Homo sapiens
CHEMBL2366183,D-263MG,Homo sapiens
CHEMBL2366184,NCI-H719,Homo sapiens
CHEMBL2366185,MHH-NB-11,Homo sapiens
CHEMBL2366186,DEL,Homo sapiens
CHEMBL2366187,RPMI-6666,Homo sapiens
CHEMBL2366188,OS-RC-2,Homo sapiens
CHEMBL2366189,LS-411N,Homo sapiens
CHEMBL2366190,KY821,Homo sapiens
CHEMBL2366191,RCC10RGB,Homo sapiens
CHEMBL2366192,AM-38,Homo sapiens
CHEMBL2366193,WSU-NHL,Homo sapiens
CHEMBL2366194,IST-MES1,Homo sapiens
CHEMBL2366195,ACN,Homo sapiens
CHEMBL2366196,MMAC-SF,Homo sapiens
CHEMBL2366197,NCI-H2291,Homo sapiens
CHEMBL2366198,NOMO-1,Homo sapiens
CHEMBL2366199,DG-75,Homo sapiens
CHEMBL2366200,SU-DHL-1,Homo sapiens
CHEMBL2366201,NCI-H1395,Homo sapiens
CHEMBL2366202,HCC1187,Homo sapiens
CHEMBL2366203,KNS-81-FD,Homo sapiens
CHEMBL2366204,MZ1-PC,Homo sapiens
CHEMBL2366205,NCI-H1436,Homo sapiens
CHEMBL2366206,EW-24,Homo sapiens
CHEMBL2366207,HCE-4,Homo sapiens
CHEMBL2366208,D-542MG,Homo sapiens
CHEMBL2366209,IMR-5,Homo sapiens
CHEMBL2366210,NCI-H1882,Homo sapiens
CHEMBL2366211,MLMA,Homo sapiens
CHEMBL2366212,NB14,Homo sapiens
CHEMBL2366213,NCI-H2171,Homo sapiens
CHEMBL2366214,NCI-H1648,Homo sapiens
CHEMBL2366215,COLO-668,Homo sapiens
CHEMBL2366216,LC-1F,Homo sapiens
CHEMBL2366217,NCI-H2227,Homo sapiens
CHEMBL2366218,TUR,Homo sapiens
CHEMBL2366219,J-RT3-T3-5,Homo sapiens
CHEMBL2366220,OCI-AML2,Homo sapiens
CHEMBL2366221,HCC2218,Homo sapiens
CHEMBL2366222,LB831-BLC,Homo sapiens
CHEMBL2366223,EW-11,Homo sapiens
CHEMBL2366224,COLO-800,Homo sapiens
CHEMBL2366225,NB13,Homo sapiens
CHEMBL2366226,MZ2-MEL,Homo sapiens
CHEMBL2366227,NCI-H1355,Homo sapiens
CHEMBL2366228,KS-1,Homo sapiens
CHEMBL2366229,KINGS-1,Homo sapiens
CHEMBL2366230,Becker,Homo sapiens
CHEMBL2366231,HDLM-2,Homo sapiens
CHEMBL2366232,SK-MM-2,Homo sapiens
CHEMBL2366233,L-428,Homo sapiens
CHEMBL2366234,GCIY,Homo sapiens
CHEMBL2366235,PF-382,Homo sapiens
CHEMBL2366236,LU-134-A,Homo sapiens
CHEMBL2366237,D-247MG,Homo sapiens
CHEMBL2366238,SW982,Homo sapiens
CHEMBL2366239,KLE,Homo sapiens
CHEMBL2366240,EC-GI-10,Homo sapiens
CHEMBL2366241,ARH-77,Homo sapiens
CHEMBL2366242,MDA-MB-134-VI,Homo sapiens
CHEMBL2366243,NB10,Homo sapiens
CHEMBL2366244,KNS-62,Homo sapiens
CHEMBL2366245,TE-5,Homo sapiens
CHEMBL2366246,DU-4475,Homo sapiens
CHEMBL2366247,BB65-RCC,Homo sapiens
CHEMBL2366248,LU-139,Homo sapiens
CHEMBL2366249,Caov-4,Homo sapiens
CHEMBL2366250,KM-H2,Homo sapiens
CHEMBL2366251,SIG-M5,Homo sapiens
CHEMBL2366252,LOUCY,Homo sapiens
CHEMBL2366253,697,Homo sapiens
CHEMBL2366254,TALL-1,Homo sapiens
CHEMBL2366255,EW-12,Homo sapiens
CHEMBL2366256,MC116,Homo sapiens
CHEMBL2366257,KMS-12-PE,Homo sapiens
CHEMBL2366258,EHEB,Homo sapiens
CHEMBL2366259,VA-ES-BJ,Homo sapiens
CHEMBL2366260,LC-2-ad,Homo sapiens
CHEMBL2366261,KNS-42,Homo sapiens
CHEMBL2366262,MFH-ino,Homo sapiens
CHEMBL2366263,NH-12,Homo sapiens
CHEMBL2366264,DJM-1,Homo sapiens
CHEMBL2366265,COLO-320-HSR,Homo sapiens
CHEMBL2366266,NCI-H1304,Homo sapiens
CHEMBL2366267,L-363,Homo sapiens
CHEMBL2366268,TE-441-T,Homo sapiens
CHEMBL2366269,BALL-1,Homo sapiens
CHEMBL2366271,BB30-HNC,Homo sapiens
CHEMBL2366272,GI-1,Homo sapiens
CHEMBL2366273,A3-KAW,Homo sapiens
CHEMBL2366274,MC-CAR,Homo sapiens
CHEMBL2366275,COLO-829,Homo sapiens
CHEMBL2366276,NCI-H187,Homo sapiens
CHEMBL2366277,ATN-1,Homo sapiens
CHEMBL2366278,TE-12,Homo sapiens
CHEMBL2366279,SNU-C2B,Homo sapiens
CHEMBL2366280,KP-N-YN,Homo sapiens
CHEMBL2366281,EM-2,Homo sapiens
CHEMBL2366283,C2BBe1,Homo sapiens
CHEMBL2366284,NB1,Homo sapiens
CHEMBL2366285,NB12,Homo sapiens
CHEMBL2366286,MHH-CALL-2,Homo sapiens
CHEMBL2366287,KE-37,Homo sapiens
CHEMBL2366288,OC-314,Homo sapiens
CHEMBL2366290,NCI-H1618,Homo sapiens
CHEMBL2366291,HT-144,Homo sapiens
CHEMBL2366292,GB-1,Homo sapiens
CHEMBL2366293,ST486,Homo sapiens
CHEMBL2366294,ALL-PO,Homo sapiens
CHEMBL2366295,BB49-HNC,Homo sapiens
CHEMBL2366296,LB373-MEL-D,Homo sapiens
CHEMBL2366297,ES7,Homo sapiens
CHEMBL2366298,SJSA-1,Homo sapiens
CHEMBL2366299,HC-1,Homo sapiens
CHEMBL2366300,CGTH-W-1,Homo sapiens
CHEMBL2366301,GAK,Homo sapiens
CHEMBL2366302,SW872,Homo sapiens
CHEMBL2366303,BE-13,Homo sapiens
CHEMBL2366304,SNU-C1,Homo sapiens
CHEMBL2366305,KARPAS-45,Homo sapiens
CHEMBL2366306,A101D,Homo sapiens
CHEMBL2366307,EW-3,Homo sapiens
CHEMBL2366308,TE-10,Homo sapiens
CHEMBL2366309,SH-4,Homo sapiens
CHEMBL2366310,HH,Homo sapiens
CHEMBL2366311,LS-513,Homo sapiens
CHEMBL2366312,ES5,Homo sapiens
CHEMBL2366313,C-33-A,Homo sapiens
CHEMBL2366314,SK-MEL-24,Homo sapiens
CHEMBL2366315,U-266,Homo sapiens
CHEMBL2366316,SK-UT-1,Homo sapiens
CHEMBL2366317,BL-70,Homo sapiens
CHEMBL2366318,NB6,Homo sapiens
CHEMBL2366319,NCI-H64,Homo sapiens
CHEMBL2366320,REH,Homo sapiens
CHEMBL2366322,HD-MY-Z,Homo sapiens
CHEMBL2366323,NCI-H2141,Homo sapiens
CHEMBL2366324,TC-YIK,Homo sapiens
CHEMBL2366325,MRK-nu-1,Homo sapiens
CHEMBL2366326,no-11,Homo sapiens
CHEMBL2366327,SBC-1,Homo sapiens
CHEMBL2366328,NB5,Homo sapiens
CHEMBL2366329,COR-L88,Homo sapiens
CHEMBL2366330,LB2241-RCC,Homo sapiens
CHEMBL2366331,DB,Homo sapiens
CHEMBL2366332,NCI-H510A,Homo sapiens
CHEMBL2366333,NCI-H1694,Homo sapiens
CHEMBL2366334,LS-123,Homo sapiens
CHEMBL2366335,LB2518-MEL,Homo sapiens
CHEMBL2366336,D-566MG,Homo sapiens
CHEMBL2366337,QIMR-WIL,Homo sapiens
CHEMBL2366338,EB2,Homo sapiens
CHEMBL2366339,OMC-1,Homo sapiens
CHEMBL2366340,NEC8,Homo sapiens
CHEMBL2366341,RPMI-8866,Homo sapiens
CHEMBL2366342,NCI-H524,Homo sapiens
CHEMBL2366343,D-502MG,Homo sapiens
CHEMBL2366344,CTB-1,Homo sapiens
CHEMBL2366345,NB7,Homo sapiens
CHEMBL2366346,NCI-H1838,Homo sapiens
CHEMBL2366347,KMOE-2,Homo sapiens
CHEMBL2366348,JEG-3,Homo sapiens
CHEMBL2366349,NMC-G1,Homo sapiens
CHEMBL2366350,RH-18,Homo sapiens
CHEMBL2366351,NCI-H1092,Homo sapiens
CHEMBL2366352,COR-L279,Homo sapiens
CHEMBL2366353,OPM-2,Homo sapiens
CHEMBL2366354,K052,Homo sapiens
CHEMBL2366355,A388,Homo sapiens
CHEMBL2366356,A4-Fuk,Homo sapiens
CHEMBL2366357,MPP-89,Homo sapiens
CHEMBL2366358,EW-16,Homo sapiens
CHEMBL2366359,JVM-2,Homo sapiens
CHEMBL2366360,CTV-1,Homo sapiens
CHEMBL2366361,CESS,Homo sapiens
CHEMBL2366362,MOLT-16,Homo sapiens
CHEMBL2366363,CP66-MEL,Homo sapiens
CHEMBL2366364,EW-1,Homo sapiens
CHEMBL2366365,NCI-H209,Homo sapiens
CHEMBL2366366,IA-LM,Homo sapiens
CHEMBL2366367,ECC4,Homo sapiens
CHEMBL2366368,KARPAS-422,Homo sapiens
CHEMBL2366369,EB-3,Homo sapiens
CHEMBL2366370,P31-FUJ,Homo sapiens
CHEMBL2366371,BC-3,Homo sapiens
CHEMBL2366372,JVM-3,Homo sapiens
CHEMBL2366373,ES6,Homo sapiens
CHEMBL2366374,TGBC11TKB,Homo sapiens
CHEMBL2367379,Liver microsome,Homo sapiens
CHEMBL2367389,Whole blood,Homo sapiens
CHEMBL2382,Calpain 2,Homo sapiens
CHEMBL2384891,Calcium release-activated calcium channel protein 1,Homo sapiens
CHEMBL2386,Chymotrypsin C,Homo sapiens
CHEMBL2393,AMP-activated protein kinase, gamma-1 subunit,Homo sapiens
CHEMBL2396508,Receptor-type tyrosine-protein phosphatase S,Homo sapiens
CHEMBL240,HERG,Homo sapiens
CHEMBL2406892,Myoglobin,Homo sapiens
CHEMBL241,Phosphodiesterase 3A,Homo sapiens
CHEMBL2412,G2/mitotic-specific cyclin B1,Homo sapiens
CHEMBL2414,C-C chemokine receptor type 4,Homo sapiens
CHEMBL242,Estrogen receptor beta,Homo sapiens
CHEMBL2420,Carbonic anhydrase-related protein 2,Homo sapiens
CHEMBL2421,Corticosteroid binding globulin,Homo sapiens
CHEMBL2424,Glyoxalase I,Homo sapiens
CHEMBL2426,Casein kinase I gamma 1,Homo sapiens
CHEMBL2428,Myosin light chain kinase, smooth muscle,Homo sapiens
CHEMBL2431,Serine/threonine-protein kinase AKT2,Homo sapiens
CHEMBL2434,Interleukin-8 receptor B,Homo sapiens
CHEMBL2439,Myeloperoxidase,Homo sapiens
CHEMBL244,Coagulation factor X,Homo sapiens
CHEMBL2447,Deoxycytidine kinase,Homo sapiens
CHEMBL245,Muscarinic acetylcholine receptor M3,Homo sapiens
CHEMBL2453,AMP-activated protein kinase, gamma-2 subunit,Homo sapiens
CHEMBL2457,Arachidonate 15-lipoxygenase, type II,Homo sapiens
CHEMBL2468,Death-associated protein kinase 3,Homo sapiens
CHEMBL2478,Salivary alpha-amylase,Homo sapiens
CHEMBL248,Leukocyte elastase,Homo sapiens
CHEMBL2487,Amyloid-beta A4 protein,Homo sapiens
CHEMBL2493,CaM kinase I alpha,Homo sapiens
CHEMBL2494,CaM kinase IV,Homo sapiens
CHEMBL250,Platelet activating factor receptor,Homo sapiens
CHEMBL2506,PI3-kinase p85-alpha subunit,Homo sapiens
CHEMBL2508,Cyclin-dependent kinase 6,Homo sapiens
CHEMBL251,Adenosine A2a receptor,Homo sapiens
CHEMBL2518,AICAR transformylase,Homo sapiens
CHEMBL2519,Neutral alpha-glucosidase AB,Homo sapiens
CHEMBL2522,Beta-galactosidase,Homo sapiens
CHEMBL2524,Alpha-galactosidase A,Homo sapiens
CHEMBL2527,Serine/threonine-protein kinase Chk2,Homo sapiens
CHEMBL2534,3-phosphoinositide dependent protein kinase-1,Homo sapiens
CHEMBL2535,Glucose transporter,Homo sapiens
CHEMBL2536,Phospholipase D1,Homo sapiens
